nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 07:30:00",1280,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 08:20:00",130,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 08:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 08:00:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 08:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 08:20:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 08:20:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 08:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 08:20:00",2240,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 08:00:00",2270,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 08:20:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 08:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 08:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 08:20:00",910,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 07:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 08:00:00",1900,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 08:20:00",2450,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 08:20:00",1280,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 08:40:00",130,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 08:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 08:00:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 08:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 08:50:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 08:50:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 08:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 08:40:00",2300,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 08:00:00",2270,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 08:50:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 08:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 08:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 08:50:00",900,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 07:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 08:00:00",1900,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 08:50:00",2450,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 08:50:00",1280,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 09:20:00",130,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 09:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 09:00:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 09:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 09:20:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 09:10:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 09:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 09:20:00",2300,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 09:00:00",2330,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 09:00:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 09:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 09:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 07:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 09:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 09:20:00",2460,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 09:00:00",1280,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 09:50:00",130,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 09:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 09:00:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 09:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 09:50:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 09:50:00",-10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 09:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 09:50:00",2270,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 09:00:00",2330,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 09:00:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 09:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 09:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 07:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 09:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 09:50:00",2470,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 09:00:00",1280,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 10:20:00",130,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 10:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 10:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 10:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 10:20:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 10:20:00",50,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 10:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 10:20:00",2240,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 10:00:00",2300,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 10:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 10:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 10:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 07:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 10:00:00",100,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 10:20:00",2470,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 10:00:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 10:50:00",130,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 10:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 10:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 10:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 10:50:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 10:50:00",10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 10:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 10:50:00",2190,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 10:00:00",2300,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 10:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 10:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 10:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 07:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 10:00:00",100,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 10:40:00",2470,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 10:00:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 11:20:00",130,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 11:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 11:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 11:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 11:20:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 11:20:00",10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 11:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 11:20:00",2150,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 11:00:00",2200,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 11:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 11:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 11:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 07:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 11:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 11:00:00",2480,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 11:00:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 11:50:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 11:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 11:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 11:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 11:50:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 11:50:00",0,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 11:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 11:50:00",2100,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 11:00:00",2200,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 11:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 11:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 11:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 11:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 11:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 11:00:00",2480,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 11:00:00",1100,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 12:20:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 12:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 12:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 12:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 12:00:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 12:20:00",0,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 12:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 12:20:00",2020,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 11:00:00",2200,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 12:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 12:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 12:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 12:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 12:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 12:00:00",2150,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 12:00:00",1150,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 12:50:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 12:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 12:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 12:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 12:00:00",50,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 12:50:00",10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 12:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 12:50:00",1950,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 11:00:00",2200,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 12:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 12:50:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 12:50:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 12:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 12:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 12:00:00",2150,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 12:00:00",1150,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 13:20:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 13:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 13:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 13:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 13:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 13:20:00",0,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 13:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 13:20:00",1910,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 13:00:00",2000,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-12-27 01:10:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-12-27 13:00:00",550,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-12-27 13:20:00",450,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-12-27 13:20:00",920,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-12-27 01:00:00",3350,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-12-27 09:00:00",890,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-12-27 12:00:00",800,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-12-27 13:00:00",400,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-12-27 13:00:00",2150,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-12-27 13:00:00",1150,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-12-27 01:10:00",1680,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-12-27 01:00:00",1350,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-12-27 13:50:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-12-27 13:00:00",100,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-12-27 13:00:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-12-27 13:00:00",5250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-12-27 13:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-12-27 13:50:00",10,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-12-27 13:00:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-12-27 13:50:00",1850,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-12-27 13:00:00",2000,"Status : Siaga 2"
